,astro.pfc|v1|v2|temp|par|a1|s1|m1.1,astro.caud|put|nacc.1,astro.hipp.1,astro.thal.1,astro.amyg.1,astro.hyp.1,astro.bf.1,astro.brainstem.1,astro.pfc|v1|v2|temp|par|a1|s1|m1.2,astro.hipp.2,astro.amyg.2,astro.pfc|v1|v2|temp|par|a1|s1|m1.3,astro.caud|put|nacc.3,astro.hipp.3,astro.thal.3,astro.amyg.3,astro.hyp.3,astro.bf.3,astro.brainstem.3,astro.cbm.11,astro.cbm.12,oligo.pfc|v1|v2|temp|par|a1|s1|m1.1,oligo.cbm.1,oligo.caud|put|nacc.1,oligo.hipp.1,oligo.thal.1,oligo.amyg.1,oligo.hyp.1,oligo.bf.1,oligo.brainstem.1,oligo.pfc|v1|v2|temp|par|a1|s1|m1.2,oligo.cbm.2,oligo.caud|put|nacc.2,oligo.hipp.2,oligo.thal.2,oligo.amyg.2,oligo.hyp.2,oligo.bf.2,oligo.brainstem.2,oligo.pfc|v1|v2|temp|par|a1|s1|m1.3,oligo.cbm.3,oligo.caud|put|nacc.3,oligo.hipp.3,oligo.thal.3,oligo.amyg.3,oligo.hyp.3,oligo.bf.3,oligo.brainstem.3,oligo.pfc|v1|v2|temp|par|a1|s1|m1.4,oligo.cbm.4,oligo.caud|put|nacc.4,oligo.hipp.4,oligo.thal.4,oligo.amyg.4,oligo.hyp.4,oligo.bf.4,oligo.brainstem.4,micro.pfc|v1|v2|temp|par|a1|s1|m1.1,micro.caud|put|nacc.1,micro.amyg.1,micro.hyp.1,micro.bf.1,micro.thal.2,micro.pfc|v1|v2|temp|par|a1|s1|m1.3,micro.cbm.3,micro.caud|put|nacc.3,micro.hipp.3,micro.thal.3,micro.amyg.3,micro.hyp.3,micro.bf.3,micro.brainstem.3,micro.pfc|v1|v2|temp|par|a1|s1|m1.4,micro.caud|put|nacc.4,micro.hipp.4,micro.thal.4,micro.amyg.4,micro.hyp.4,micro.bf.4,micro.brainstem.4,endo.pfc|v1|v2|temp|par|a1|s1|m1.1,endo.pfc|v1|v2|temp|par|a1|s1|m1.2,endo.thal.2,endo.pfc|v1|v2|temp|par|a1|s1|m1.3,endo.caud|put|nacc.3,endo.hipp.3,endo.thal.3,endo.amyg.3,endo.hyp.3,endo.bf.3,endo.brainstem.3,endo.pfc|v1|v2|temp|par|a1|s1|m1.4,endo.thal.4,endo.pfc|v1|v2|temp|par|a1|s1|m1.5,endo.caud|put|nacc.5,endo.hipp.5,endo.thal.5,endo.hyp.5,endo.bf.5,endo.pfc|v1|v2|temp|par|a1|s1|m1.6,endo.caud|put|nacc.6,endo.hipp.6,endo.thal.6,endo.amyg.6,endo.brainstem.6,endo.pfc|v1|v2|temp|par|a1|s1|m1.7,epen.caud|put|nacc.1,epen.hipp.1,epen.thal.1,epen.hyp.1,epen.thal.2
LOC100405984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72768421307249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096617763539381,0.0869685164471168,0.30756089964174,0.16472928564654,0.142667503568732
LOC100405991,0.255846181197436,0.177567139038668,0.255982562631396,0.384343061128945,0.251467036907934,0.35270981598164,0.273860263380987,0.648231277431385,0.148016359470478,0.106598120079097,0.269795594847694,0.265995481597371,0.28311152943531,0.454790927323528,0.233425668437099,0.195732587643324,0.271850717726307,0.0719422915640379,0.42775707002298,0.402350425479825,0.37364949460885,0.200966744444549,0.297552960210373,0.19362383498713,0.320839834255464,0.216157007457017,0.194473878927481,0.245934682964951,0.208009705486502,0.254524761724957,0.927239817036721,1.36665275979504,0.93981858464838,0.925457821745944,1.19871319499173,1.0278149696981,0.918247755586668,1.2018237240949,0.8460023133072,0.7932963167436,0.848616765551161,0.725819178473929,0.764889568148913,0.757056169640397,0.741681708892849,0.777933009021693,0.735122800426974,0.76814968939802,0.749170327608462,0.847538583126947,0.731905831421373,0.740031644353095,0.742141607412022,0.662492127395151,0.704277730037402,0.690996272209842,0.758079363340149,0.471494660853648,0,0.18032053308803,0.313850795002774,0.309793445462802,0,0.299219623402201,0.503956441460191,0.317883729460811,0.362050618643918,0.373703158383267,0.265270391586159,0.282665138264363,0.247382846091741,0.484755358303032,0.27692480624541,0.0756018162497523,0.413318410191281,0.340831616125145,0.226775686993246,0.375077891296429,0.223280502394562,0.373697585548775,0.347985860649991,0.380828300251861,0.34510664559476,0.360062676497903,0.310583113569151,0.454716392988586,0.392114655822772,0,0.250454777994409,0.0197547641916879,0.311051385688851,0.229223665243694,0.469454541210993,0.371136469768164,0.41349146053705,0.369391121907939,0.394837467019473,0.071416745044997,0.209268101473851,0.388896737093411,0.273778268097415,0.584931213179901,0.464712034967992,0.290649464515165,0.36976286993752,0.319749474215096,0.335910403436946,0.309711796723503,0.335275713230556,0.389485678078247,0.374061571091318
LOC100406069,0.0601058122856063,0,0,0.0686082739382462,0,0,0,0.0711735550734784,0.566529209363167,0.641711321776446,0.000950282555114048,0.34304259813231,0.28565871844919,0.702575411034284,0.614533287106556,0.530445696509878,0.337352266482739,0.4241248096754,0.0298170613509424,0.81898858147373,0.446654207258205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0683794264967277,0.214901613055249,0,0.502853719758879,0,0.0700839639847015,0.248067365248437,0,0,0.236817520526268,0.392689348231745,0,0.670929948254629,0.310075416256954,0,0.236111705014671,0,0,0.166870612563311,0.158133454150349,0,0.661541292871567,0.23601030271644,0,0,0,0,0.666340768976615,0.0586774321139108,0,0.437009651829577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569122842474905,0.23829341526231,1.19308390066425,0.661963467198903,0.899393855126721,1.20827936066138,1.18448471143361,1.57446701687317,1.40209701087865,1.213150708675,0.889327856875844,1.24506404591755,0.92287121430597,0.75036174894773,0.905739541959251,0.451959662882766,0.460488023213274,0.272481108899883,0.820806199291754,0.518574776387216,0.561450619585213,0.223059112403283,0.273778268097415,0.930164871335936,0.306349542872743,0,0.36976286993752,0.343146216469733,0.787443010476256,1.08875573905949,1.20876401408455,1.00878414592549,0.81265796440856
LOC100406082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930132509879298,0.896784428016782,0.986500507071917,1.04614273921587,0.949641997680164,0.535798686833573,0,0,0,0,0,0.143685296985447,0.438417822286882,0.358207373634831,0,0,0,0,0,0,0.637785466775878,0.681096601918838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100406157,0.829895298721993,0.70120880850625,0.927559140921715,0.770229117522981,0.917230378729233,0.686284435211409,0.826856849431454,0.591615859282502,0.806129286106288,0.829701804131835,0.962032216524744,0.752384283518622,0.833699546678168,0.897150075783978,0.949980847574231,1.04282738741366,0.731803947308955,1.01395034458635,0.789484906040573,0.490707723539393,0.401791774094667,0.646717012862378,0.44838742405183,0.528756701963548,0.833835345603706,0.702171975336662,0.802524233944631,0.621248651562853,0.814889884829152,0.449799337152978,0.775507903840485,0.36665275979504,0.395750540298104,0.925457821745944,0.913477466510985,0.993052863438893,0.015157768594724,0.979974974478542,0,0.541266979139706,0.461388319485328,0.41468450379962,0.611661192052736,0.57429358920414,0.695665401589172,0.220472774861292,0.742169377110934,0.393834472018475,0.556845632071428,0.507088290511995,0.453152230468544,0.709320282148258,0.586732814636701,0.643606783234777,0.241332792996843,0.723011408641006,0.328141655630648,0.0455259285813671,0.5957544323528,0.601924459957861,0.449647459199283,0.444492019360259,0.727684213072486,0.468507174402937,0.437009651829577,0.472977812644513,0.473201070766584,0.609039017381714,0.578745206704398,0.221825348413849,0.647338145999104,0.454043996098195,0.601090740195025,0.501570548522033,0.433521796279568,0.667903413653476,0.708351283139159,0.558924615048873,0.653944355875223,0.5797520679819,0.591023909336286,0.795302745833634,0.998319159370103,0.695718844750105,0.617008141119838,0.811697793981717,0.782268134860615,0.829933956823673,0.592877458816615,0.682512595873262,0.223901209969951,0.700515376302633,0.735722430615762,0.703880878609352,0.460488023213274,0.846512376627602,0.719348558532977,0.602895662087252,0.686389356193513,0.78713309138043,0.78566162907629,0.970282094543919,0.920191364748812,0.834717508865441,0.545854128993201,0.641892449735762,1.01386205713346,1.172078789487,1.06803567934798,0.977387550075363,1.07892585381333
LOC100406158,0.547299620045294,0.664855761637564,0.588091227957204,0.576037293490871,0.642516554616318,0.72233720449394,0.695132123479862,0.523292540823085,0.57386957252891,0.659440088736878,0.63297349726052,0.606089500100995,0.687139878217768,0.817968829736353,0.733839072089272,0.76882888303597,0.802735117931157,0.947003554955738,0.842730417993798,0.441449641114061,0.775388812710203,0.452789961162881,0.42432803985867,0.578902747756749,0.536124814369432,0.48421826960383,0.524149056040992,0.496309914954553,0.610578118340611,0.363046139964373,0.336175210010222,0,0.462697329928717,0.624427826081963,0,0,0.015157768594724,0.0257324650392167,0,0.502786078915951,0.383435630075669,0.552677299051889,0.439725892768213,0.458841707221117,0.495283248795222,0.546217658346371,0.478617177040872,0.319850403970207,0.533034053256163,0.360418740447011,0.536551536020314,0.511149632005535,0.493999578989858,0.518208232415283,0.52281162536881,0.511330552795863,0.301147680172569,0,0.294724436688819,0.162591766127598,0.160516686835009,0,0.426654217408505,0.185875918386907,0,0.219047795416716,0.212288298310586,0.191166555195608,0.116101775353359,0.0374929600653822,0.221369413726823,0.141634454690715,0.127836781572282,0.411393918172945,0,0.143490057299671,0.0725128654332378,0.0856297681822635,0.092001587755243,0.0879075564415308,0.04695586498601,0.644658608990432,0.544679000499964,0.380763710964852,0.436064379269745,0.329777656380286,0.387990270771313,0.352812702104011,0.462847286616324,0.417694772863725,0.223901209969951,0.387586157338944,0.309753698343481,0.574844993860007,0.647574666570418,0.448572367955564,0.461784256650086,0.694666035442897,0.607208110145888,0.744850762042406,0.902167198147727,0.669252098879937,0.87805837468143,0.80253282549404,0.809095563767782,0.305081474660436,1.46086623791662,1.38145746923588,1.38502332750313,1.39086658379463,1.29352948575273
LOC100406240,1.01039669836607,0.589593608989311,1.16847426494786,0.728599620059367,1.13092929540103,0.572687410260966,0.692191066087217,0.22118888705504,1.01298164431638,1.08104401560671,1.08013152860274,0.714064939259211,0.589221050628566,1.12617741002746,0.682119215162904,0.814960604108301,0.470891174852957,0.770912295900057,0.272855110037237,0.0974161711315461,0.194595312350105,0.636835839644457,0.225670952904247,0.40906403669105,0.940628592543858,0.535083465225048,0.932837970868318,0.747584283817104,0.858629408683566,0.0419166688435137,0.181273250024479,0.36665275979504,0.520689276906404,0.925457821745944,0.54550068121639,1.05999965306951,0.316187764258705,1.02573246503922,0,0,0,0,0,0,0.347509377014023,0.253122989933291,0.335046329213428,0,0,0,0,0.0340283772858723,0,0.245666774562739,0.0605268085021332,0.109786419855,0,0.471494660853648,0.169785700080519,0.674475127106473,0.742047122715077,0.773550738624483,0.484646164386192,0.110572327402484,0.202926445796209,0.00516797547163542,0.352907239204048,0.327694703075993,0.571321188625191,0.129382171698388,0.56085766120998,0.243892048672357,0.604187327159948,0.251693075305434,1.03558178760753,0.598267485512082,0.797511154632659,0.66571401865802,0.724875526497425,0.451584361243401,1.67020515538391,1.59098304163733,1.48340934376104,1.57590516038318,1.3367076303146,1.58505016148359,1.53689185221005,1.47502858037684,1.39562726987264,1.53430251685197,1.01002139002487,1.65994355310698,1.51387368099941,0.625310884572418,0.425725916954062,0.272481108899883,0.637875515705768,0.486390093015815,0.686389356193513,0.584786948420876,0.370688281105472,1.07227163308125,0.534236247486416,0.943861978290509,0.24482413332922,0.974561601150233,0.618783966441827,0.884100361453607,0.699942671537969,0.699317259237724,0.629633692958425
LOC100406244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015157768594724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455259285813671,0,0.287530502735898,0.340502989774214,0.347582006352202,0.280526181730267,0,0.202926445796209,0,0,0.0867436093037905,0,0.0473637140916764,0.0118543991841921,0.20582730686306,0,0.0756018162497523,0,0.169592859863876,0,0.168604003247027,0,0.15698847558483,0.745925869322029,0.374297433092903,0.442016658602816,0.757932004970923,0.629689172878927,0.68516531436686,0.740172788882676,0.896880746454286,0.747171588777452,0.805084599202455,0.473778683186551,0.563677416394625,0.531602447959838,0.185060989805882,0.231151252204368,0.147542372291583,0.394837467019473,0.275536727700922,0.561450619585213,0.167541784553452,0,0,0.24084799411631,0,1.04645647956239,0,0,0,0,0,0
LOC100406481,0.646359863573315,0.640568133475131,0.457517451452827,0.613466951097276,0,0.664254143599648,0,0.757196988063272,0.464923117233297,0.516772585168146,0.0589422295328009,0.497944558118053,0.443597715160415,0.118998825400334,0.36015531266328,0,0.530476864837201,0,0.749976364756899,0.932370864796318,0.789041978351531,0,0.531022322350871,0,0,0,0,0,0,0.34065486772791,0,0.36665275979504,0,0,0.0683794264967277,0,0,0,0,0,0.269639471290628,0,0,0,0,0,0,0,0,0.263034347837552,0,0,0,0,0,0,0,0,0,0,0.101965442314596,0,0.0586774321139108,0.0867694127298589,0.658858401445934,0,0.413203141091299,0.0896485999471978,0,0.0617615347923189,0,0.360397617743794,0,0,0,0,0,0.21341634766339,0,0.324479562878594,0.444895873658048,0.0171514954499904,0.22016790898646,0.696533809301325,0.448885811735432,0.384135318702879,0.632918613984436,0.22787396549571,0.366960347065846,0.466912795533907,1.04780995091427,0.0865561616749625,0.0544811932401752,0.174841824624196,0.0998723375650487,0.272481108899883,0.440594957580148,0.275536727700922,0,0.264451797561508,0.370688281105472,0.0408631688296259,0.399771228034978,0,0.36976286993752,0.179036254697166,0,0,0.192058320581699,0.486158522891512,0.2518119729938
LOC100406557:LOC100894903,0.305986014592262,0.32618787099442,0.61709362244295,0.674528686079447,0.955235924125721,0.971526579672213,1.13237247144047,0.728082214408786,0.964328190437958,0.942741317440427,1.31421473463611,1.07257443997487,0.673838889832071,0.994060088792034,0.840836378149163,1.05655341192041,0.905553990549734,1.28942623577794,0.789484906040573,0.79157077917368,0.0568925277223976,0.0377536445850362,0,0.0181438279421398,0.390877700863219,0.363139953808768,0.616310377533224,0.530037575749934,0.828108563382433,0.398646814705597,0,0,0.316569294250479,0,0.369409422160709,1.0278149696981,0.492279023314387,0.870830505053474,0,0.119086509358524,0,0.173346979512308,0.3349905422482,0.362632734691197,0.821735324464272,0.714644088912149,0.939183578600236,0.37633988920063,0.246279431709176,0,0.131284923717073,0.586870345943653,0.417107167110955,0.867106844657723,0.687820417714842,1.019052644488,0.402042868993061,0,0.169785700080519,0.690865543294642,0.381190078543431,0.699764524463565,0.695499529701085,0.133138155301225,0,0.201821393442206,0.304058671666231,0.363806449210878,0.834562623399773,0.685123205701107,0.909481490474633,0.481252964466961,0.308523792317112,0.142548605880365,0.682163722483861,0.434803887501362,0.618401853675139,0.632950969930261,0.988657464741777,0.61673563423507,0.700168378761354,0.40601184627011,0.496374320925409,0.67483126083318,0.369388600245058,0.651996951114205,0.689848282857525,1.40396522455139,0.716295022304383,1.15647533134809,0.860723307557125,0.387586157338944,0.416209029257768,0.390441624963551,0.211846097008981,0.573511104563864,0.747019985130836,0.752657982420584,1.08432936486555,0.191542060957218,0.273778268097415,0.216954427885307,0.347742228030968,0.290649464515165,0.466672882945576,0.397325193547303,0.144859986152312,0.399049858590579,0.457615998083462,0.656625364292795,0.310250495313564
LOC100406586,0.595656519794242,0.677515923672767,0.599925597305936,0.70589884318653,0.604319245949072,0.542402606356498,0.614874800904474,0.283193438634436,0.619869617958724,0.723898077963796,0.63297349726052,0.623257525238009,0.781016390078264,0.61960117596952,0.732703661032358,0.67749874740875,0.562661548208602,0.700331221614349,0.506938316070605,0.430084985268554,0.62236130487185,0.619922005040686,0.560124704055178,0.731176899741578,0.781988062998713,0.751494786155959,0.601100066784611,0.665885381548233,0.688991381019403,0.312166329916473,1.21412216163941,0.968712751123002,1.28969714785018,1.32339783041798,1.34713302744956,1.14432053876954,1.33737706332864,1.17186050071745,0,1.29373851446432,1.07737113807946,1.33811554055702,1.34009302142468,1.21384791819483,1.32848613970059,1.24874596482425,1.31470693921519,0.775565658279156,1.2453141925735,1.08048772577384,1.31556298867954,1.30096049493417,1.23660019645462,1.28328296216871,1.26348292095848,1.28497195494966,0.793938851471349,0.568404673861705,0.692664445360857,0.553232536058136,0.646033486664872,0.382344112611414,0.581556177394248,0.568353331005135,0.503956441460191,0.598252560474142,0.680809381268331,0.616848719010178,0.573809989028886,0.553579820028631,0.535600865995757,0.270399599152068,0.505925273311925,0.695390574538146,0.522462879616349,0.649120184349417,0.430335650897293,0.537254635817077,0.577556010011768,0.315705638571088,0.745925869322029,0.665343207850283,0.771075377867041,0.642870376135773,0.688071496945284,0.623508413302768,0.762780579628148,0.595850750790305,0.704713149754567,0.49687601891135,0.383602052837463,0.688616153002925,0.846872882738429,0.711460381318862,0.695498218887601,0.749602363619545,0.811662819851884,0.518574776387216,0.721151462452725,0.710197487880469,0.817846312447691,0.5527465298085,0.849174969831922,0.688589473187203,0.36976286993752,0.7056655979347,0.853905906483657,0.661298165829928,0.730759405472279,0.594000653468907,0.774690718274137
LOC100406630,0.553853467004664,0.378894221510423,0.376712672740989,0.38165724872288,0.609419520590633,0.504614045467098,0.220446626585904,0,0.459995535437591,0,0.197244927699082,0.40476241762924,0.399015582507675,0.118998825400334,0.391189546403249,0.590861618981534,0.536009353437162,0,0,0.123453604429435,0.42782005895807,0.685704136929397,0.547890247638166,0.592785488576949,0.420635535501009,0.579833812258887,0.555820085323062,0.705437833097542,0.455456873077852,0.398646814705597,0.450118562317059,0.843774014514702,0.696780535962085,0.323397830417982,0.767349430832747,0,0.617217759922686,0.201823724094898,0.544972317643219,0.523090687352186,0.448907734140276,0.378785004096146,0.423931625584981,0.416887373770061,0.692417110590481,0.578270317250452,0.50675275129534,0.209227362040264,0.576097292842666,0.356609115300245,0.444857131437662,0.451042266905227,0.474969879009008,0.694299491470964,0.673390702292201,0.544155694153713,0.152663374068265,0.346555924245348,0,0.229538555758211,0.220703892818326,0.414528795982815,0.183616168722211,0.572770603761059,0.471771758088789,0.310128264764049,0.519658472005586,0.450115783463047,0.73389246151841,0.876848179449503,0.659237369298812,0.316442715820969,0.636867623383859,0.527899487244383,0.647401616224649,0.440659632150414,0.473000063119155,0.827030198867767,0.560522670712988,0.341512902177374,0.825107115369654,0.736597085495807,0.608348080369341,0.876677108219069,0.899974136706084,0.802046408305537,0.910205464384135,0.829933956823673,1.02749102267726,0.653223219771274,0.716816731872845,0.547287000206456,0.434692434951781,1.05877351148654,1.09731012080045,1.03214895358951,1.19071748436355,1.22370508942805,1.16351061091318,0.701625607997126,0.847809535825134,0.5527465298085,0.72959541680955,0.642831982626528,0.545854128993201,0.434554888728513,0.736713453122943,0.394663008342465,0.738459530970679,0.897123045469508,0.634843800643102
LOC100407076,1.12847301197041,1.05817136213934,1.46427077829135,0.903942879589728,1.42486915745283,1.0775560186443,1.17903936754282,0,1.10266935521815,1.329685941811,1.28939115091107,1.24586508004533,1.19096530622332,1.29988896733778,1.07284657555967,1.53109341397804,1.19709083267989,1.38369615261979,0,0.209258556517161,0.373194973916496,0.559812966071518,0.00382220328789085,0.553486027526104,0.816846433135501,0.442890206792558,0.66496455474813,0.631207432731761,0.716298884721979,0,0.910206477737941,0,0.979327125932053,0.925457821745944,0.881292783139583,1.08996287644695,0.860255808608981,1.12264247804727,0,1.05473627214355,0.579194605115459,0.972750383656194,1.26948899349177,0.855446613287424,1.21037740599832,1.05117508756895,1.19991486768292,0,1.14689959044019,0.666164249125076,1.07096456663964,1.3600296507698,0.975393617820832,1.26980045427946,1.12656624288211,1.26073464354793,0,0.772524656517629,0.771845691408482,0.685470511407936,0.837004323260898,0.824703261071864,0.535798686833573,0.892949386713746,0.357828405781953,0.810112402443216,1.05555772727843,0.64875688931383,0.981079463474528,0.875400529836075,0.943312269873197,0,0.878984797573372,0.969548423801826,0.977589840629843,0.675872343324752,0.926640221989295,0.849254765369311,0.9370996277695,0,0.620987132713729,0.637538867867484,0.47004538220306,0.560768063005967,0.552378544864349,0.515414233342198,0.412168748516016,0.0517827064400293,0.58982976573461,0.691852622127405,0,0.433343647899619,0.485844957399163,0.892036649066414,0.777908435065425,0.816549153250158,0.651448322895041,0.714869421531184,0.721151462452725,0.692144411526403,0.671718276769453,1.02986778452816,0.626495828983797,0.919038394565477,0,0.438230181313566,1.30567841078591,1.41279722144213,1.17570569377636,1.45978411213702,1.07919188413216
LOC100407286,0.819106278023395,0.843357669475112,0.84296364599223,0.819272100355592,0.924013844359127,1.05599010209615,1.0258973065581,0.594355896648531,0.872117848630497,0.723898077963796,0.948243932039111,0.940262105497778,1.08082702748151,0.803245572915647,1.0303095037527,1.14212145662944,1.13253685616516,1.18588564387087,0.825697078695018,0.602643547701914,0.664335920281828,0.829934017845491,0.694018283316404,0.850221357963886,0.904416419889414,0.830472254248086,0.891244919163561,0.834506183850379,0.974369431140588,0.621700265460324,0.75114855798104,0.667682755459021,0.93981858464838,1.022367834754,1.02262193593605,0.816961604383212,0.492279023314387,0.766095154533461,0.8460023133072,0.765095159472007,0.690314798085917,0.778203044195583,0.85230642762314,0.770441529758749,0.868508369646162,0.828362309849978,0.899209578188757,0.537950018081109,0.776103044515368,0.680918771521686,0.786408827797662,0.84489155947511,0.795894703389929,0.821989839070043,0.846984984142238,0.883390042487923,0.549253688391962,1.18118853058144,1.15506244325981,1.13840638160912,1.23063779148459,1.18221461268829,1.10007011727214,1.04019557891772,0.75576841445399,0.992346543005948,1.15063139724649,0.991288520543909,1.1081987627319,1.11563298173053,1.16168909589998,0.769797248582883,1.0580702642279,1.16668228559708,0.999584134336011,0.985281270561504,0.98585914790073,1.15028476103329,1.16904870429018,0.826906682863026,1.38441512627667,1.2879507626576,1.4534461203836,1.22407720786846,1.25506578571932,1.243591508764,1.25648215510654,1.2822316278183,1.27386553705831,1.31860784060139,0.941756558466343,1.3576229339615,1.3422829231704,1.0499030880159,0.980013126486024,1.25020471418873,1.08404763406634,0.995696031106879,1.00514811881793,1.25163036509582,1.22802077753674,1.29613567393293,1.32087008163067,1.06880071489881,1.12943071462715,1.20463467267216,1.02992799384501,0.885526617191639,0.924306490566931,0.991446865064547,0.838408537774552
LOC100407306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298170613509424,0.339982160551903,0,0,0,0,0,0,0,0,0,0,0,0.36665275979504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312070915221277,0,0,0,0,0,0,0.24992401344227,0,0,0,0,0,0,0,0.278722072317918,1.05767973037778,0.340083332561801,0.496374320925409,0.899104049462708,0.668517960569605,1.07276448970068,0.880046536724445,0.926843969831729,0.446141593113471,0.954253215435256,1.01002139002487,0.49404148825323,0.396903874062381,0,0.170453411850756,0,0.269898730411173,0,0,0,0.148839531489115,0,0,0,0.767702878609557,0,0,0,0,0,0
LOC100407326:RPS11,0.0756861662535538,0,0.282235688403932,0.254196678920529,0.425206211782443,0.0899038265451677,0.296458715564742,0,0.285478216170028,0.106598120079097,0.411124747644163,0.297997649949527,0.117120597283955,0.544967557672616,0.287360865277056,0.43676465363202,0,0,0,0.39699886177917,0.20409588300145,0.0987539246285781,0,0.010751402958055,0.309844449954001,0.238912359461713,0.411026288733889,0.217108356786245,0.158791682816321,0.00371231617328442,0.181273250024479,0,0.094720544634123,0,0.54550068121639,0.51593160871923,0.015157768594724,0.201823724094898,0.544972317643219,0.293137414739429,0,0.124498411974491,0.358055846316893,0.298087177265191,0.513381470888019,0.366414458044972,0.400119321349686,0.0251074477432621,0.326437718623113,0.0299670357923321,0.0762151683718871,0.489960332935597,0.3096024853451,0.497478747556539,0.294883413651803,0.441382407184585,0.0271116599666672,0.589593972931643,0,0.530568551422193,0.749670978209083,0.444492019360259,0.484646164386192,0.301464044324653,0.399221090940178,0.183883378353465,0.362050618643918,0.292862858642099,0.62080655170511,0.191395392608999,0.325721619553345,0.195765980855164,0.487147387888188,0.200540552858052,0.647401616224649,0.294531596472176,0.480553201009601,0.488117404605022,0.441336262993779,0.268962235028762,0.976374790700303,0.72207083229921,0.566955395211116,1.01182000251102,0.628646448531912,0.94956641466868,1.0807833899609,0.981201632154322,0.583669457029792,1.03678810349047,0.801137617572881,0.657358459272483,0.598549237590451,0.527024342735558,0.346544670906437,0.573511104563864,0.701857826372642,0.326689250148303,0.648600795304114,0.39332082779824,0.370688281105472,0.438803177501663,0.203976634163184,0.290649464515165,0.0687328742735385,0.550481108730339,0.0833650312000644,0.293321380535334,0.371412513708153,0.274830432280412,0.237273561667224
LOC100407384,0.533004433040486,0.473959071849344,0.638443207354125,0.550777920388584,0.517169070230172,0.472955460866154,0.527985737162117,0.091928776664098,0.592194089115305,0.623227916082433,0.51758007855845,0.519846399565883,0.450602616729074,0.544967557672616,0.56728080545893,0.601997985099493,0.416533512530364,0.616010335914314,0.330847057014924,0.392418532361937,0.470559507616906,0.826884929288159,0.718431341931085,0.855316566240545,0.897756790220671,0.854680689878907,0.851085025333254,0.799943825377028,0.916187711609345,0.57607642453354,0.0351452143462406,0,0.094720544634123,0.323397830417982,0,0.39099287211093,0.015157768594724,0.502853719758879,0,0.159531131362187,0.359217817371103,0.393741247848055,0.346676300573394,0.293234674470779,0.351816465028934,0.265054907514032,0.552349956014777,0.256829904303728,0.173919269666002,0.384398624087554,0.398168106469488,0.262910389633432,0.313720612938709,0.383342332573972,0.367532182106887,0.582360046823942,0.225261157515475,0.698738442356711,1.05439228137845,0.967071955233591,0.999705867238746,0.992676629905366,0.836828682497554,0.844678438312803,0.87634234565984,0.873865835907479,0.95496723053201,0.918093658742839,0.960181539445311,0.876124957830407,0.931977725474916,0.693861057348405,0.858000306091244,0.978691803241696,1.01017720783344,0.926102185308677,0.911176795442085,0.901172564634804,0.886858531641739,0.658933314029524,0.806623709675641,0.929501843561138,1.09843431225337,0.982233685438684,0.93227857589843,0.956460122616581,1.0241105039141,0.981201632154322,0.847474544682848,0.983542591537243,0.649869942242232,0.872676341729881,0.874025128782044,1.04574712824474,0.922501859670194,1.05063235928353,1.09860635423726,1.03520457239055,1.12572205002378,0.63719647458776,0.671718276769453,0.69407568260497,0.740918446906941,0.591679460179147,0.545854128993201,0.547645661344559,0.548496433554185,0.651646780153747,0.596886879340557,0.545492713677802,0.647242638016619
